Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Lachha Pyaz,Lachha Pyaz is a  item priced at Rs 15.,,Rs 15,,Unknown,Uncategorized
Maasi ke Aloo Gobhi,Maasi ke Aloo Gobhi is a  item priced at Rs 219.,,Rs 219,,Unknown,Uncategorized
Malai Chicken Tikka,Malai Chicken Tikka is a delicious chicken dish priced at Rs 499.,,Rs 499,,Non-Vegetarian,Uncategorized
Malai Kofta,Malai Kofta is a  item priced at Rs 249.,,Rs 249,,Unknown,Uncategorized
Manchow Soup,Manchow Soup is a  item priced at Rs 249.,,Rs 249,,Unknown,Uncategorized
Masala Chai [with sugar],Masala Chai [with sugar] is a  item priced at Rs 179.,,Rs 179,,Unknown,Uncategorized
Masala Chai [without sugar],Masala Chai [without sugar] is a  item priced at Rs 179.,,Rs 179,,Unknown,Uncategorized
Masala Omelette with Pav,Masala Omelette with Pav is a  item priced at Rs 199.,,Rs 199,,Unknown,Uncategorized
Masala Pyaz,Masala Pyaz is a  item priced at Rs 15.,,Rs 15,,Unknown,Uncategorized
Mattar Mushroom,Mattar Mushroom is a  item priced at Rs 349.,,Rs 349,,Vegetarian,Uncategorized
Mattar Paneer,Mattar Paneer is a classic Indian vegetarian dish priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Mini Dabeli,Mini Dabeli is a  item priced at Rs 249.,,Rs 249,,Unknown,Uncategorized
Mini Galouti Pav,Mini Galouti Pav is a  item priced at Rs 449.,,Rs 449,,Unknown,Uncategorized
Mini Ragi Vada Pav [6pc],Mini Ragi Vada Pav [6pc] is a  item priced at Rs 269.,,Rs 269,,Unknown,Uncategorized
Mini Vada Pav [6 pc],Mini Vada Pav [6 pc] is a  item priced at Rs 249.,,Rs 249,"SPICY, BESTSELLER",Unknown,Uncategorized
Mix Vegetable,Mix Vegetable is a  item priced at Rs 229.,,Rs 229,,Vegetarian,Uncategorized
Mixed Achaar [15gm],Mixed Achaar [15gm] is a  item priced at Rs 10.,,Rs 10,,Unknown,Uncategorized
Mumbai Tawa Pulao,Mumbai Tawa Pulao is a  item priced at Rs 349.,,Rs 349,,Unknown,Uncategorized
Mummy ki Macaroni,Mummy ki Macaroni is a  item priced at Rs 259.,,Rs 259,,Unknown,Uncategorized
Mutton Burrah,Mutton Burrah is a  item priced at Rs 599.,,Rs 599,,Non-Vegetarian,Uncategorized
Mutton Keema Pav Bhaji,Mutton Keema Pav Bhaji is a  item priced at Rs 449.,,Rs 449,NEW,Non-Vegetarian,Uncategorized
Mutton Seekh,Mutton Seekh is a  item priced at Rs 499.,,Rs 499,,Non-Vegetarian,Uncategorized
Nani ke Rajma Chawal,Nani ke Rajma Chawal is a  item priced at Rs 219.,,Rs 219,SPICY,Unknown,Uncategorized
Padosi ka Veg Manchurian,Padosi ka Veg Manchurian is a  item priced at Rs 229.,,Rs 229,,Vegetarian,Uncategorized
Pakoda [veg],Pakoda [veg] is a  item priced at Rs 99.,,Rs 99,,Vegetarian,Uncategorized
Palak Khichdi,Palak Khichdi is a  item priced at Rs 229.,,Rs 229,,Unknown,Uncategorized
Pammi Aunty ke Kadhi Chawal,Pammi Aunty ke Kadhi Chawal is a  item priced at Rs 219.,,Rs 219,,Unknown,Uncategorized
Paneer Lababdar,Paneer Lababdar is a classic Indian vegetarian dish priced at Rs 429.,,Rs 429,,Vegetarian,Uncategorized
Paneer Makhani Pasta,Paneer Makhani Pasta is a classic Indian vegetarian dish priced at Rs 349.,,Rs 349,,Vegetarian,Uncategorized
Paneer Tak-a-Tak Pulao,Paneer Tak-a-Tak Pulao is a classic Indian vegetarian dish priced at Rs 349.,,Rs 349,,Vegetarian,Uncategorized
Paneer Tikka Achari,Paneer Tikka Achari is a classic Indian vegetarian dish priced at Rs 399.,,Rs 399,,Vegetarian,Uncategorized
Paneer Tikka Masala,Paneer Tikka Masala is a classic Indian vegetarian dish priced at Rs 239.,,Rs 239,,Vegetarian,Uncategorized
Paneer Tikka Masala Pav,Paneer Tikka Masala Pav is a classic Indian vegetarian dish priced at Rs 179.,,Rs 179,,Vegetarian,Uncategorized
Paneer Tikka Tawa Masala,Paneer Tikka Tawa Masala is a classic Indian vegetarian dish priced at Rs 379.,,Rs 379,,Vegetarian,Uncategorized
Phulka,Phulka is a  item priced at Rs 39.,,Rs 39,,Unknown,Uncategorized
Pink Sauce Penne Pasta,Pink Sauce Penne Pasta is a  item priced at Rs 399.,,Rs 399,,Unknown,Uncategorized
Plain Dahi - 250ml,Plain Dahi - 250ml is a  item priced at Rs 69.,,Rs 69,,Unknown,Uncategorized
